#Table1
oh_p50,sfr_tot_p50
-9999,-0.7014456
-9999,-4.162123
-9999,-0.6848962
-9999,-9999
8.808477,-0.2371874
-9999,-9999
9.002246,-0.06385112
-9999,0.009345332
-9999,-1.42526
-9999,-1.038188
9.056573,0.9191534
-9999,-9999
8.949847,-0.05909066
-9999,-3.581051
9.059503,0.6323105
8.983016,-0.1872817
-9999,-9999
-9999,-0.4893779
-9999,-0.9762519
-9999,0.6651337
-9999,-0.1494593
-9999,0.1532487
-9999,-9999
-9999,-0.3852383
-9999,-0.02555049
-9999,-0.02869548
-9999,-4.664972
9.004548,0.2234096
8.711858,-2.080975
-9999,-0.8261516
-9999,-1.404898
-9999,-1.558042
9.210464,2.824028
-9999,-0.3851261
-9999,-9999
-9999,-1.338014
-9999,0.1657596
-9999,-3.507371
-9999,-1.278587
9.13176,0.7976806
8.963705,0.201619
-9999,-9999
-9999,-1.734695
-9999,-0.9462859
-9999,-0.243242
-9999,-9999
-9999,0.2226197
-9999,-1.517143
-9999,-0.362182
-9999,-0.5708947
-9999,-0.06031256
-9999,-0.6789777
-9999,-9999
-9999,-9999
-9999,-2.062675
-9999,-9999
-9999,-9999
-9999,-9999
-9999,0.2094784
8.99532,0.2553846
-9999,-9999
-9999,0.7083043
-9999,0.1429513
-9999,-9999
-9999,-1.025424
9.109344,1.959938
-9999,-1.381666
-9999,-1.240679
-9999,-0.9904307
-9999,-4.962996
8.833219,-0.06720676
8.719541,0.4029852
-9999,-9999
-9999,0.03470102
-9999,0.1309414
-9999,-0.4461228
-9999,-1.076185
-9999,-1.225254
-9999,-0.4583043
8.678571,-0.3492937
-9999,-0.5091608
-9999,-0.7352427
9.05712,0.6928027
8.651776,-0.5551799
-9999,-0.9864712
-9999,-1.538536
-9999,-3.895451
8.937495,-0.4782557
-9999,-0.8067711
-9999,-9999
-9999,-9999
-9999,-9999
8.986798,-0.05035771
-9999,-0.6784122
-9999,-1.144658
-9999,-1.075274
8.748496,0.05157023
-9999,-1.285223
8.87016,0.6751044
8.949553,0.8502617
-9999,-9999
-9999,-1.166054
-9999,-9999
-9999,-3.77166
-9999,-9999
-9999,0.7432004
8.598559,-1.020794
-9999,-0.1630996
-9999,-9999
-9999,0.6480039
-9999,-0.9230226
-9999,-0.3139794
-9999,-0.7877929
-9999,-0.655131
-9999,-1.645893
-9999,-9999
-9999,0.009623119
-9999,0.9254217
-9999,-9999
-9999,-9999
-9999,-0.2265348
-9999,-0.9670702
-9999,-9999
8.292849,-0.6856732
-9999,-1.628973
-9999,-9999
-9999,-9999
-9999,-0.03002499
-9999,-9999
-9999,-0.6666855
8.789072,0.4332767
-9999,-3.406481
8.68532,-1.559391
-9999,-0.1498298
-9999,-1.320094
-9999,-0.1287985
-9999,-1.101533
-9999,-0.9572474
-9999,-9999
-9999,-1.592531
-9999,-0.920583
-9999,-1.527071
-9999,-9999
-9999,-1.180196
8.912232,0.463352
-9999,-4.859931
-9999,-1.084975
-9999,-9999
-9999,0.2597745
-9999,-1.381426
8.969442,0.2616978
-9999,0.4072629
-9999,-1.313558
-9999,-1.364902
8.629754,-1.289064
9.088815,0.3806043
-9999,-1.491394
-9999,-0.9704024
-9999,-0.3174315
8.462834,-2.99085
-9999,-9999
-9999,-1.39106
-9999,-0.008377084
-9999,-1.278465
-9999,-0.1033655
-9999,-9999
-9999,-9999
-9999,-1.69357
-9999,0.990391
8.832044,0.7964914
-9999,-0.4813807
-9999,-1.554242
8.842645,0.07690421
9.115475,0.6489584
-9999,0.5989978
-9999,-9999
-9999,-0.247644
8.236209,-0.68762
-9999,-1.073332
-9999,-9999
-9999,-9999
-9999,-0.7678856
-9999,-1.217357
-9999,-0.7342917
-9999,-0.6786485
8.949436,-0.4206373
-9999,-9999
8.268266,-1.202332
-9999,-2.287424
-9999,-0.783567
8.786731,1.087558
-9999,-3.395288
-9999,-9999
-9999,-0.2749571
-9999,-9999
-9999,-4.706996
-9999,-0.5933762
8.958679,0.1019466
-9999,-0.5096538
-9999,-2.538062
-9999,-1.408393
-9999,-0.4185695
-9999,-1.244577
-9999,-0.2130616
-9999,-1.485097
-9999,-9999
8.573025,0.1849088
-9999,-9999
8.876445,0.6696789
-9999,-1.688085
-9999,-1.163532
-9999,-0.9690009
-9999,-9999
-9999,-1.375826
8.994983,0.3813092
-9999,-1.500359
-9999,0.03123148
-9999,-9999
8.688056,-0.4352404
-9999,-9999
9.070838,0.6909093
-9999,-9999
-9999,-0.5045779
8.94197,0.2724679
-9999,-0.8098144
-9999,-1.430844
-9999,-1.073686
8.329628,-0.8434943
-9999,-1.465797
-9999,-1.699057
-9999,-0.9319847
8.332509,-1.205593
-9999,-1.252969
-9999,-1.408838
-9999,-0.1622357
-9999,-1.273351
-9999,-9999
-9999,-1.929508
8.712194,-0.05414481
-9999,-0.7406286
-9999,-1.292847
8.769572,-0.390406
-9999,0.2973203
8.895402,0.2468232
-9999,-1.078163
-9999,-9999
-9999,-0.9002271
-9999,-1.307654
-9999,-1.656395
8.403792,-0.02136666
-9999,-0.7988908
8.625643,-0.2876188
-9999,-1.394414
-9999,-9999
-9999,-9999
-9999,-0.8877183
8.828479,0.1033481
-9999,-1.495518
-9999,-1.202664
9.01,1.242481
-9999,-0.627153
-9999,-1.18405
-9999,-0.9311951
-9999,-0.6323938
-9999,-1.087392
-9999,-1.2046
-9999,-0.6986591
-9999,-4.820027
-9999,-0.9039053
8.954466,0.3918995
-9999,-9999
8.654871,-0.8698019
-9999,-3.124085
-9999,-0.2511294
-9999,-1.001961
-9999,-1.027537
-9999,-0.616134
-9999,-1.422095
-9999,-1.185909
-9999,-1.825381
-9999,-1.106624
-9999,-1.011292
-9999,-1.442844
-9999,0.5067088
-9999,-3.145272
8.272254,-0.5913914
-9999,-0.4675722
-9999,-0.09926607
-9999,-0.2798376
-9999,0.4104758
-9999,1.211125
8.783854,0.3127707
8.691197,-0.1874999
9.050316,1.471289
-9999,0.4310634
8.649027,-0.3586956
8.75015,-0.2069229
-9999,-0.8818474
-9999,-1.351321
-9999,0.1368089
8.96355,-0.134413
-9999,0.1756676
-9999,-1.130428
-9999,0.07840215
8.934453,0.1557378
-9999,-1.373779
-9999,-1.323503
8.598339,-0.340394
-9999,-1.051195
-9999,-9999
8.640354,-0.7043164
9.073844,0.4097604
-9999,-1.385874
-9999,-0.7284839
8.990915,0.2940627
-9999,-9999
-9999,-0.9735498
-9999,-0.3439404
-9999,-1.060974
-9999,-1.289491
-9999,-9999
-9999,-1.534467
-9999,0.5331532
-9999,0.4827626
-9999,-0.1831578
-9999,0.09239446
-9999,-1.05951
-9999,-9999
-9999,-0.5829074
8.942273,0.1972916
-9999,-1.63191
9.067786,0.2984565
-9999,-1.047447
-9999,-1.240364
-9999,-9999
-9999,-0.5573988
9.069864,-0.45968
-9999,-0.1020507
-9999,-1.284818
-9999,-0.5908037
-9999,-9999
8.578148,-1.120883
-9999,-0.2727374
-9999,-0.1921456
8.339496,-0.2673076
-9999,-1.247347
-9999,0.1870522
-9999,-0.04838688
8.106118,-0.1232342
-9999,-1.268013
-9999,-0.3435085
8.681463,-0.5058416
9.019298,0.08431192
-9999,-1.003939
-9999,-0.4752362
9.177121,1.409891
-9999,0.9838528
9.0589,0.6403877
-9999,-1.367777
-9999,-9999
-9999,-9999
-9999,-1.367406
8.663027,0.3063344
8.686761,0.1353861
-9999,-9999
9.301048,0.7502728
-9999,-1.063734
-9999,-3.052028
8.967412,-0.1864934
-9999,0.3609959
8.958817,0.6984149
-9999,-9999
-9999,-1.312356
8.88185,0.05454562
-9999,-9999
8.703837,0.1834462
-9999,-1.113365
-9999,0.2240435
-9999,-1.477906
-9999,-1.627598
8.783051,0.2151237
-9999,-0.1747081
8.549907,-0.3285406
-9999,-9999
8.932976,6.704271E-17
8.446827,-0.1156168
-9999,-1.32077
9.049527,0.1726641
-9999,-0.1409254
-9999,0.5814082
9.169706,2.46566
8.949983,0.7592734
-9999,-0.005618804
-9999,-1.092131
-9999,-1.265952
9.110917,0.7546034
-9999,0.009155061
-9999,-1.360336
8.731606,0.3079281
-9999,-1.002685
8.983173,0.107118
8.663948,0.09032455
9.101176,1.151583
-9999,-0.8346277
-9999,0.2511358
-9999,-1.140915
-9999,-0.861241
-9999,-2.373322
9.092488,-0.0634144
-9999,0.3570898
-9999,-1.205911
-9999,-1.171067
-9999,-0.7708321
-9999,-0.2356043
9.260162,0.8378403
-9999,-1.227548
-9999,-3.233703
-9999,-9999
-9999,-0.9235206
-9999,-1.160055
-9999,0.115815
9.018746,0.3645708
-9999,-1.400027
-9999,-0.7067683
-9999,-0.3665633
8.686882,-0.2652694
-9999,-1.058635
-9999,-1.340667
-9999,0.1544289
-9999,-9999
-9999,-0.6270526
-9999,-0.7372938
-9999,-0.7220917
-9999,-9999
-9999,-9999
-9999,-1.618128
-9999,-1.047156
-9999,-1.668261
-9999,-9999
-9999,0.5617778
-9999,-9999
-9999,-1.299302
8.955671,-0.09535272
-9999,-4.310064
8.982943,0.4329053
-9999,-9999
-9999,-0.715663
-9999,-9999
-9999,-9999
-9999,-1.463173
-9999,-9999
8.859683,0.3364407
-9999,-0.7669488
-9999,-4.024143
8.824849,0.02616677
-9999,0.410984
-9999,-1.256145
-9999,-1.068395
-9999,0.7045939
-9999,-9999
-9999,-4.186194
-9999,-0.4518306
-9999,-1.37687
-9999,0.4757009
-9999,-3.265511
8.646369,-0.7312996
-9999,-0.5580738
8.806664,-0.5311669
-9999,-1.410537
8.816395,0.4707875
8.576197,-1.090852
8.93406,0.3159702
-9999,-0.8050386
-9999,-0.8989402
-9999,-0.4634295
-9999,-1.583593
-9999,-0.532055
-9999,0.1642313
9.100802,1.446986
-9999,-9999
-9999,-0.1157958
-9999,-1.172007
-9999,-0.7987757
-9999,-0.7560415
-9999,-1.148891
-9999,-9999
8.839531,0.01581639
-9999,-1.238799
-9999,-1.044764
-9999,0.3979349
-9999,-1.324509
-9999,-1.715821
-9999,-0.8703481
-9999,-9999
-9999,-9999
-9999,0.3093497
-9999,-1.600732
-9999,-9999
-9999,-0.9897209
-9999,-1.230546
-9999,-0.07803511
9.101828,-0.002765471
-9999,-1.572441
-9999,-1.362155
9.057439,0.1189493
-9999,-1.254184
9.042225,0.4350625
-9999,-9999
-9999,-0.8196058
-9999,-1.587829
-9999,0.1628706
-9999,-0.9543981
-9999,-0.3305613
-9999,-1.021594
-9999,0.3567885
9.140696,0.177778
-9999,-1.219694
9.012752,0.8961826
-9999,-0.1170163
-9999,-1.273853
-9999,-9999
8.728461,-0.3520504
-9999,-1.603821
-9999,0.06575107
-9999,-9999
-9999,-0.7016451
-9999,-9999
9.062708,0.4361416
-9999,-9999
-9999,-1.425267
8.484066,-0.7039508
-9999,-9999
-9999,0.2467461
-9999,0.2762768
-9999,-0.02017398
-9999,-1.660135
-9999,-1.165738
-9999,-0.5898663
-9999,-9999
-9999,-0.1608541
8.946663,0.05484781
-9999,-0.08212341
8.910455,0.4828245
-9999,-0.3746817
-9999,-1.00373
-9999,-0.1204148
-9999,-1.093589
-9999,-0.07505573
-9999,-0.2651154
-9999,-0.6824157
-9999,-0.07622106
-9999,-1.518583
-9999,0.5538895
-9999,-1.197868
-9999,-0.8163497
8.673805,-0.3857799
-9999,0.9468546
8.973637,0.3410714
-9999,-0.3231263
-9999,-0.03123559
-9999,-0.540912
-9999,-1.316891
-9999,0.5492495
-9999,-9999
-9999,0.7558064
-9999,-1.092548
-9999,-2.346715
-9999,-0.6173223
-9999,0.5501977
-9999,-1.536579
-9999,-0.8736895
8.726148,-0.1756673
-9999,-1.350563
-9999,-0.8697537
-9999,-0.1338184
-9999,-0.9883562
-9999,-9999
-9999,-9999
8.853322,-0.09636353
-9999,-0.5249649
-9999,-0.208893
-9999,0.5744364
9.027829,0.3767516
-9999,-1.125353
-9999,-9999
-9999,-0.4624628
-9999,-1.417695
-9999,-1.246165
8.602839,-0.9349546
7.884134,-1.906144
-9999,-1.486221
8.906556,0.6833784
-9999,0.2024165
-9999,0.3609674
-9999,-1.420363
-9999,-0.3880879
-9999,-0.6992519
8.909828,2.233138
-9999,-1.508646
-9999,-3.785714
-9999,-1.601187
-9999,-9999
-9999,-0.509248
-9999,0.7546662
-9999,-3.322242
-9999,0.3340127
-9999,0.03830978
-9999,-0.6954915
-9999,-1.40011
-9999,-0.9600998
8.99691,0.2700846
-9999,-0.3184096
-9999,-0.4589294
-9999,-0.9878663
-9999,-0.877679
8.99016,0.2101538
8.640732,-0.3937305
-9999,-0.8204623
9.094563,0.04008924
9.066265,0.7228743
-9999,-9999
-9999,-0.9099171
-9999,0.6002561
8.943451,0.06903561
-9999,-9999
-9999,-0.4630328
-9999,0.5504021
-9999,0.3187305
-9999,-0.7957819
-9999,-1.05755
8.86979,0.04763459
-9999,-0.9219724
-9999,-1.435781
-9999,-1.318428
-9999,-1.484933
-9999,-0.451285
-9999,-0.4045578
-9999,-9999
8.813065,-0.2585106
8.313972,-0.5804279
-9999,-0.4486063
9.006125,0.2424469
8.956173,-0.3279165
-9999,-1.144439
-9999,-1.228485
9.071486,0.5850331
-9999,-0.2292903
-9999,0.6331595
-9999,-1.052138
-9999,0.2717105
8.73084,-0.7761685
-9999,-1.280079
-9999,0.1710453
-9999,-9999
-9999,0.2024981
-9999,0.2178858
8.800088,0.2484375
-9999,0.3003376
-9999,-0.6601714
-9999,-1.076439
-9999,-1.30352
-9999,-1.425646
-9999,-9999
-9999,-1.170167
-9999,0.1701958
-9999,-3.724143
9.111021,0.2086849
-9999,-0.997011
8.485991,-1.080132
-9999,-1.337318
8.73732,0.1131526
-9999,-0.9513912
-9999,-1.28363
-9999,0.7580289
8.835385,-0.6015151
8.873289,-0.3116689
-9999,-3.82506
-9999,-9999
-9999,-0.6165164
-9999,0.03443917
-9999,-4.268189
-9999,-1.399877
-9999,-4.774453
-9999,-9999
-9999,-3.388403
-9999,-9999
-9999,-1.036679
-9999,0.1135336
-9999,-3.416388
-9999,-1.272857
-9999,-4.047098
-9999,-1.270989
-9999,-1.566012
-9999,-0.133787
-9999,-0.2113357
8.655437,-0.4443626
-9999,0.8765352
-9999,-0.5507361
-9999,0.4067213
-9999,-9999
-9999,-3.721359
-9999,-1.874332
-9999,-1.474284
-9999,-0.3758632
8.581781,0.9076328
-9999,-9999
-9999,-1.395177
-9999,-9999
-9999,-0.5318431
-9999,-9999
-9999,-3.704867
-9999,-0.8002509
-9999,-9999
8.266471,-0.4189036
-9999,-0.7642486
-9999,-9999
8.600311,-0.9920096
8.973793,0.13061
-9999,-9999
-9999,0.04481552
-9999,-9999
-9999,-0.3529677
-9999,-9999
-9999,-3.40301
8.17016,-1.551136
-9999,-9999
-9999,-1.169629
-9999,-0.9134392
-9999,-4.136227
-9999,0.4248102
-9999,-1.453283
-9999,0.2337874
8.647798,-0.2741744
-9999,-4.52477
-9999,-9999
-9999,-9999
-9999,0.9735827
-9999,-1.3342
-9999,-1.327749
9.009708,1.202687
-9999,-1.440007
-9999,-1.377786
-9999,-1.182626
-9999,-1.377379
-9999,-9999
-9999,-9999
-9999,-0.7584698
-9999,-1.053918
-9999,-0.5049303
8.848071,1.412725
-9999,0.388222
8.913813,0.2565097
8.618481,0.05180306
-9999,-1.305217
-9999,-0.4001255
-9999,-1.393031
8.81953,0.4352219
-9999,-0.6211336
-9999,0.584954
-9999,-1.1355
-9999,0.2335006
-9999,-1.401953
-9999,-0.5814461
-9999,-0.3135107
-9999,-0.3174128
-9999,1.016135
8.746066,-0.1116625
-9999,-0.5387142
8.678322,-0.5243385
8.669316,0.05341481
9.061613,-0.1560242
-9999,0.1793188
-9999,-1.17989
8.616148,-0.4128677
-9999,0.4501107
-9999,-0.705457
-9999,-1.044379
-9999,-9999
-9999,-1.239863
-9999,-1.192133
-9999,-0.4802382
-9999,-1.920846
-9999,-0.9090974
8.91305,0.9953217
-9999,-1.588339
-9999,-1.329473
-9999,-1.654051
8.803584,-0.6646209
-9999,-1.354248
9.043019,0.2428711
-9999,-1.332738
8.991463,0.275069
-9999,-1.052425
9.076831,1.192217
-9999,-0.1414293
-9999,-1.170453
-9999,-0.6402996
-9999,-0.2985628
-9999,-1.314267
-9999,-0.6231089
-9999,-0.3918314
-9999,0.2040878
9.117595,0.8379464
-9999,-0.7296004
8.899651,0.2858912
-9999,0.7016963
-9999,0.09468725
-9999,-1.457738
-9999,0.6054144
9.052717,0.4771882
8.714016,0.05699316
-9999,-9999
-9999,-0.1497184
-9999,-1.863353
-9999,-1.713359
8.846718,-0.005803538
8.991684,1.240488
9.00881,0.2331453
9.016618,0.2561404
-9999,-1.360889
-9999,-0.4099393
-9999,-0.3245433
-9999,-9999
-9999,-0.9242164
9.129286,0.9977764
8.982954,0.2320226
-9999,0.8129712
-9999,-0.9670734
-9999,-0.6200072
-9999,-1.540945
-9999,0.1651535
-9999,-0.598855
-9999,0.2284211
-9999,0.1098604
-9999,-1.323371
-9999,-9999
-9999,-0.5258328
-9999,-1.571896
-9999,-9999
-9999,-0.01691606
8.947728,0.2144368
-9999,-0.840851
-9999,-1.877417
9.146067,1.482615
9.082789,0.9070207
-9999,-0.5360233
8.931796,-0.235506
9.07544,0.9789817
8.730033,-0.2851953
-9999,-9999
8.612574,-0.305963
-9999,-1.549586
8.963446,0.3315616
-9999,0.2123208
9.108143,0.5459658
-9999,-1.279784
-9999,-0.9747564
8.850733,1.444008
9.063565,-0.03895067
-9999,-0.8678661
-9999,-0.2685995
-9999,-0.1592285
-9999,-1.096493
-9999,-0.9024941
8.910413,-0.3145831
-9999,-0.1204673
-9999,-0.07845531
-9999,-9999
-9999,-1.16327
9.093538,1.356522
-9999,-1.103446
-9999,-0.4359857
-9999,-1.331983
-9999,-0.0324144
-9999,-0.1902754
-9999,-1.283306
-9999,1.097721
-9999,-1.193535
-9999,-0.6857048
9.095457,0.7588367
-9999,0.5237681
-9999,-1.746721
-9999,-1.278211
-9999,-9999
-9999,-0.3961089
-9999,-0.5000947
-9999,-1.463077
-9999,-4.677906
9.082937,0.7617589
-9999,-1.520202
-9999,-1.42613
-9999,-0.7962404
-9999,-0.889668
-9999,-0.01667827
-9999,-1.414422
9.105028,0.63583
8.658981,-0.7263157
8.984406,0.2458168
-9999,-9999
-9999,0.7848637
-9999,0.6178195
-9999,-1.03818
-9999,-1.140483
-9999,-0.4113439
-9999,-1.646486
-9999,-0.9316979
-9999,-0.2239766
-9999,-1.380255
-9999,-4.867732
-9999,-1.618506
9.466043,1.167961
-9999,-9999
8.43732,-1.206936
-9999,0.3410647
-9999,-1.10211
-9999,-1.720783
-9999,0.2020189
-9999,-1.298384
-9999,-9999
8.675237,-0.09166654
-9999,-1.244695
-9999,-0.06098329
8.416827,-0.8966566
8.73931,-0.1814937
-9999,-0.3889903
-9999,-0.9915441
-9999,0.295378
-9999,-1.438968
-9999,-1.244697
-9999,-1.439337
-9999,0.494789
8.93184,0.7894861
-9999,-1.262008
-9999,-9999
-9999,-0.6422796
-9999,-1.785309
-9999,-9999
-9999,-0.5580559
-9999,-1.156818
-9999,-1.132575
8.707244,-0.2575539
-9999,0.02793211
-9999,-1.365578
-9999,-0.8465211
-9999,-4.767399
-9999,-1.084789
-9999,-9999
-9999,0.2069643
-9999,-1.262578
-9999,-9999
-9999,-0.6359746
-9999,-0.2283705
-9999,-1.474656
-9999,-1.09028
-9999,-1.036114
-9999,-1.631625
-9999,-1.205659
-9999,-0.01534184
-9999,-9999
-9999,-9999
8.93337,0.5225618
-9999,-1.540226
8.330307,0.03556006
-9999,0.05602359
-9999,-0.8555496
8.782496,-0.157601
8.965632,-0.4568921
-9999,-1.311267
8.755907,-0.3095871
-9999,-1.332664
-9999,0.5395058
8.732187,-0.2935231
8.94164,0.2957485
-9999,0.7235389
9.149946,0.5374109
-9999,-1.578317
-9999,-1.249945
-9999,-0.3543287
-9999,-1.727555
8.832934,-0.04401541
-9999,-9999
-9999,-1.070913
8.95051,0.1104978
-9999,-9999
9.061703,0.3248252
-9999,-1.040928
-9999,0.09779301
8.988112,0.02073914
-9999,-9999
-9999,-9999
-9999,-0.8179704
9.050757,0.08815123
-9999,-0.5649881
8.711468,-0.3923685
-9999,0.002282543
-9999,-1.539758
-9999,1.001059
8.723768,-0.1389764
8.826234,0.2366829
-9999,-1.11138
-9999,-1.820727
-9999,0.04068011
-9999,-0.02089549
-9999,-9999
-9999,-0.4263774
-9999,-0.9657597
-9999,-1.536158
-9999,-0.7872342
9.02361,-0.2895998
8.720918,-0.1959998
-9999,-4.18624
-9999,-0.2298937
-9999,-0.4728979
9.043494,0.5230898
-9999,0.2397031
-9999,-0.1351125
8.336215,-0.2440129
-9999,-1.176921
-9999,-0.3054658
9.074288,0.5096685
-9999,-9999
-9999,-0.7253606
-9999,-0.7288269
9.08584,0.6521618
-9999,0.8008108
9.08062,0.6230878
-9999,-0.7720964
-9999,-9999
-9999,-1.316068
-9999,-1.268967
-9999,-0.7982123
8.82937,-0.1871719
-9999,-4.318249
-9999,-1.034979
-9999,0.09092548
9.095977,0.4345867
-9999,-1.0483
-9999,-1.305089
-9999,0.3512728
-9999,-1.365691
-9999,-1.243427
-9999,0.3103728
9.092248,0.4822719
-9999,0.3804027
-9999,0.1521626
-9999,-0.3985362
-9999,0.3722984
-9999,-1.23624
-9999,0.3092442
-9999,0.5126206
-9999,-4.931628
-9999,0.05037465
-9999,0.1578228
-9999,-0.07833656
-9999,-4.886141
-9999,-9999
-9999,0.2898194
-9999,-4.871886
-9999,0.8287623
-9999,-0.7392101
8.435002,-0.7823527
-9999,-9999
-9999,-9999
8.749711,-0.342147
-9999,-9999
-9999,-0.8890105
-9999,-0.5540968
-9999,-1.027758
8.989666,0.2389535
-9999,-1.059521
8.957494,0.426546
8.946242,0.3748908
8.302183,-0.89799
9.074234,0.8389353
-9999,0.3080079
-9999,-0.8225586
-9999,0.3008118
-9999,-1.48609
-9999,-0.6967078
9.008814,0.6792587
-9999,1.088372
-9999,-1.236818
-9999,-9999
-9999,0.8098738
8.975042,-0.06063511
-9999,-9999
8.955185,0.6278261
-9999,0.4488512
-9999,-0.1389589
-9999,-0.2810532
-9999,-4.717673
-9999,-0.5215784
-9999,-1.310089
-9999,-3.46581
-9999,-1.647236
-9999,-1.332032
-9999,-0.4371884
-9999,-1.678555
-9999,0.2664644
-9999,-9999
-9999,-9999
-9999,-1.648448
-9999,0.3091508
-9999,-1.078181
-9999,0.5499856
-9999,-1.582516
8.803906,-0.004512169
-9999,-3.073744
-9999,0.2752658
-9999,0.3665134
8.978247,0.5235189
-9999,0.08090121
9.102058,1.02972
-9999,-1.043132
-9999,-0.8830339
-9999,-0.6081379
-9999,-0.7062809
8.930143,0.06802453
-9999,-0.6953722
-9999,-1.41013
9.069317,-0.1480145
-9999,-3.59791
-9999,-0.6921191
-9999,-4.36139
-9999,-9999
-9999,-4.929011
-9999,-4.806938
-9999,-4.623823
-9999,-4.445667
8.673821,-0.2275203
-9999,-1.143109
-9999,-4.872091
-9999,-4.940646
-9999,-1.700771
-9999,-9999
8.84444,0.3887289
-9999,-1.195001
8.712244,0.6833336
8.607945,-0.2469333
8.734221,0.06687354
8.466792,0.09058984
-9999,-3.830882
-9999,-4.876009
-9999,-1.242026
-9999,-0.8736717
-9999,-1.013732
-9999,0.2107071
8.985043,1.052293
-9999,-1.189797
-9999,-9999
9.108021,0.6827001
-9999,-9999
-9999,0.3622285
-9999,-4.114664
-9999,-1.579273
-9999,0.5308437
8.642168,-0.09402321
-9999,-0.2967398
-9999,0.449228
-9999,-1.177583
-9999,-1.279924
8.89388,-0.5750989
-9999,0.2039187
8.751617,-0.01278681
-9999,-0.7648197
-9999,-0.5489939
-9999,-0.686164
-9999,-0.9638616
-9999,-0.9695533
-9999,-9999
-9999,0.779047
-9999,-0.1775918
-9999,-0.7384442
-9999,-1.093079
-9999,-1.129357
-9999,-0.9635391
-9999,0.09906765
-9999,-1.678872
-9999,-0.449376
-9999,-0.5117764
-9999,-0.05847193
-9999,-1.025683
-9999,-9999
9.376548,2.610053
-9999,-1.641384
-9999,-9999
-9999,-0.3257467
-9999,0.3163133
-9999,-1.797166
8.986204,0.6886203
-9999,-9999
8.73323,-0.276515
-9999,0.2941119
-9999,-9999
-9999,-0.07533315
-9999,0.5556467
-9999,-1.579905
-9999,0.1211561
-9999,-1.524067
8.808849,-0.1786306
9.051945,0.9084492
-9999,0.02445849
-9999,-4.951414
-9999,-4.465779
-9999,-4.927675
-9999,-4.775601
-9999,-4.914156
-9999,0.4187887
-9999,-9999
-9999,-4.893703
-9999,-0.9630919
-9999,-4.256605
-9999,-4.902672
-9999,-9999
-9999,-1.782073
9.005129,0.4276711
-9999,-9999
-9999,-1.115872
9.053944,0.08202766
-9999,-1.218408
-9999,0.08775251
-9999,0.01892997
-9999,0.2667719
-9999,-9999
-9999,-0.98008
-9999,-0.2557042
-9999,-0.551619
-9999,-1.498567
-9999,-1.65117
-9999,-1.018319
-9999,-0.364636
-9999,-2.358315
9.041124,0.8829574
-9999,-9999
-9999,-0.1162314
-9999,-0.6437237
-9999,0.9436589
-9999,-1.017657
-9999,-0.08645935
-9999,-9999
-9999,1.035952
-9999,0.1531742
-9999,-0.1945148
-9999,-0.03078269
8.719155,0.03838542
8.850101,-0.05127244
-9999,-0.3634552
8.647564,-0.1164893
-9999,0.2309179
-9999,-1.833572
-9999,-1.10875
-9999,-0.8257248
-9999,-1.250831
-9999,-0.3499874
8.761607,-0.2435294
-9999,-0.6125965
-9999,-1.110653
-9999,-0.9521414
-9999,0.3546685
-9999,-0.9692687
-9999,-9999
-9999,-0.899405
-9999,0.2075653
-9999,-9999
-9999,0.3195911
8.733562,-0.0545533
-9999,-1.067101
-9999,0.4769347
-9999,-1.108441
-9999,0.6997533
9.126746,0.404604
-9999,-1.292454
-9999,-9999
8.40329,-0.3818667
-9999,-9999
-9999,-0.8937647
9.049999,2.030146
-9999,-0.2887193
8.989785,-0.4147799
-9999,-0.7282923
-9999,1.039513
9.012553,0.7018613
-9999,-3.559535
-9999,-9999
9.048531,0.4661727
-9999,-3.077119
8.951546,-0.1768668
-9999,-0.8768752
-9999,-4.378872
-9999,0.6123039
-9999,-0.7456756
8.738455,0.5023352
-9999,-1.408865
-9999,-1.054863
-9999,-1.297917
-9999,-1.212217
-9999,-1.808119
-9999,-3.65416
8.743393,0.1687677
-9999,-9999
-9999,-1.385246
8.676773,0.5186814
-9999,-1.287095
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,0.6446469
-9999,-9999
8.929729,0.1313462
-9999,-1.783289
-9999,-3.932841
-9999,-4.72939
-9999,0.4102906
9.107295,2.479993
9.005568,0.3575601
-9999,-3.321379
-9999,-0.3903547
-9999,-9999
-9999,0.1461051
-9999,-1.522168
9.085178,0.8638672
8.773138,-0.08629929
-9999,-9999
9.220084,1.573315
9.102027,1.065336
-9999,0.7152267
-9999,-0.4628993
8.788069,-0.4075001
-9999,-1.077121
-9999,-0.4238464
-9999,-1.66769
-9999,-0.1116829
-9999,-9999
-9999,-9999
-9999,-1.31327
8.959675,-1.253461
8.926886,-0.09206761
-9999,-9999
-9999,-0.2631496
-9999,-9999
-9999,0.4577664
8.747628,-0.5137228
-9999,-3.457178
-9999,-9999
-9999,-0.3734774
-9999,0.7906706
-9999,-3.567449
8.799225,-0.3064653
-9999,-1.320695
8.620454,-0.09029616
-9999,-1.364365
-9999,0.1688876
-9999,-9999
-9999,-0.9971983
-9999,-1.341531
-9999,-0.9317226
-9999,0.1520687
-9999,-9999
-9999,-0.3710433
-9999,-1.129212
-9999,-1.164923
-9999,-0.4713399
-9999,-1.033833
9.050393,0.4239847
-9999,-0.8349146
-9999,0.09049396
-9999,-0.5816305
-9999,-1.114494
-9999,-1.082024
-9999,-0.6726801
