#Table1
ra,dec,u,g,r,i,z
132.657934013564,11.7912169923789,22.30129,21.47849,20.8066,20.81424,21.1205
132.658143193401,11.6235690340601,25.89124,21.57521,19.82631,19.13067,18.72928
132.658148520079,11.623548927522,24.73835,21.37569,19.77244,19.12365,18.95743
132.65816450781,11.6235782953698,22.88445,21.30105,19.71917,19.12461,18.69779
132.658330952321,11.7303081055055,22.19708,19.8501,18.48541,17.90605,17.59827
132.65834256485,11.7303111317503,22.44018,19.81256,18.45786,17.88575,17.57013
132.658343198677,11.7303079677486,21.9982,19.87983,18.48915,17.90316,17.53662
132.658347729999,11.7949314940297,23.64978,22.47414,21.23623,20.64787,20.24067
132.658381185172,11.6310578864142,24.99274,21.31016,19.81965,18.68187,18.06177
132.658385870821,11.6310440528705,24.83562,21.31467,19.81037,18.69295,18.09332
132.658390029583,11.6310524161572,23.18972,21.27045,19.84414,18.6636,18.05423
132.65839770302,11.7948619683477,22.37047,22.29218,21.2551,20.56889,19.99849
132.658409935675,11.6298228390226,24.70707,22.67665,21.14943,20.19287,19.6903
132.658415691482,11.9112944293177,16.52324,15.02531,14.5245,14.34908,14.31463
132.658417429646,11.6298436306136,23.84267,22.39759,21.1339,20.17344,19.68466
132.658418728116,11.6298433209527,24.31281,22.50785,21.17887,20.33823,19.83016
132.658422374377,11.9113040845513,16.51362,15.04235,14.5215,14.35415,14.30008
132.658459215154,12.0097687844818,23.37815,22.64664,21.90883,21.59524,20.31595
132.658461602764,11.6865303128782,24.41249,23.19268,21.82967,20.33978,19.49403
132.658466514297,11.8716021673939,24.13584,22.54822,21.75138,21.00563,20.64351
132.658469310916,11.6865268912935,23.97726,23.36699,21.73558,20.21691,19.52132
132.658487473325,11.6865198091033,23.94732,23.22765,21.73914,20.18409,19.38276
132.658504466276,11.7403836555723,19.02725,16.8417,15.96254,15.67452,15.52137
132.658515447156,11.7403896066954,18.97998,16.83932,15.95303,15.6806,15.53125
132.65851810756,11.7403896513088,19.02074,16.8547,15.97343,15.66703,15.53041
132.658529076917,11.8716119221521,22.65823,22.97512,21.51761,20.97176,20.86591
132.658543432113,12.0097195076911,23.79099,23.21552,22.30295,21.60909,22.15466
132.658577962195,12.009695272051,22.87915,22.53321,21.91552,21.63006,21.3692
132.658610017006,11.8119321578579,24.25847,23.68124,22.71883,21.85036,21.80666
132.658619177719,11.6462864069362,24.12942,24.75028,23.55756,21.89531,20.85788
132.658638131889,11.8119533289996,25.0724,25.11666,22.53831,21.67098,21.37806
132.742032280732,11.9680785267179,21.32046,19.22693,18.09236,17.62188,17.28969
132.742037638445,11.9680782804524,21.93968,19.22098,18.07448,17.5857,17.30365
132.742131590698,11.792636235452,24.07388,25.25315,22.78433,21.91112,21.71064
132.742145650702,11.7821134077224,24.07984,21.87153,20.41106,19.68434,19.24796
132.742156294437,11.7821347037843,23.95338,21.84353,20.38607,19.70755,19.21247
132.742165145667,11.7821148056247,23.62699,21.74486,20.44361,19.69521,19.25009
132.742293720335,11.8728600913438,15.69103,15.33807,14.66187,14.85664,13.26997
132.742300219881,11.9835423268197,17.65884,16.33451,15.88515,15.74431,15.68134
132.74230102745,11.8728554461571,15.79013,15.27765,14.47373,14.1683,13.27739
132.742301680928,11.9835384937333,17.65615,16.31202,15.88816,15.72083,15.67745
132.742384326907,11.6891295007714,23.10438,21.90468,21.46854,21.25656,20.94178
132.74238875009,11.6891372847913,21.99834,21.68208,21.27534,21.09972,20.53247
132.742406224267,11.6891333771395,22.61462,21.89022,21.59621,21.27067,21.51738
132.742415501162,11.6891397911006,24.47298,21.82646,21.57676,21.27536,20.87054
132.742515013329,11.7233626372175,25.33577,24.30352,22.09598,21.53204,20.92992
132.742598752538,11.7234202713259,24.47999,23.88686,22.46869,21.72818,21.92386
132.742617768011,11.7234205186878,22.87529,23.35415,22.16092,21.58914,21.08467
132.742688401771,11.6818488965569,25.50613,22.40285,20.93286,19.56681,18.84716
132.742693390377,11.6818271954628,25.4209,22.41445,20.828,19.48557,18.76381
132.742694694287,11.681835532034,26.18297,22.26595,20.79513,19.54233,18.77285
132.7428268564,11.9662272583025,25.39087,23.26007,22.32283,22.17088,22.54107
132.743040707307,11.9662485284958,24.61871,22.5898,21.86832,21.1827,21.34972
132.74304274149,11.8584329499876,26.23369,22.46912,20.39142,19.56069,18.98384
132.743062672299,11.8584113045736,24.2546,23.05803,20.50439,19.61061,19.06905
132.743082428485,11.9707730952661,16.08818,14.76471,14.31373,14.16685,14.13011
132.743084448454,11.9707679078086,16.08035,14.75039,14.32364,14.15994,14.14106
132.743163518616,11.6952793564084,27.08982,20.96819,19.57418,18.79107,18.40859
132.74317647183,11.6952864165814,22.67823,21.55657,19.86917,19.09087,18.70565
132.743178392398,11.6952891639126,21.08494,21.59718,19.593,18.92105,18.42749
132.743227818276,11.803247157429,24.86296,23.65327,22.3064,21.15892,21.04802
132.743286181457,11.898707108071,24.39781,20.41283,18.90545,17.84011,17.27398
132.743299233446,11.8986968558629,23.11084,20.39074,18.89323,17.81204,17.22399
132.743383553504,11.7033521250365,15.03194,14.47125,13.34278,13.65841,13.21474
132.743387320766,11.7034104926808,15.96786,15.5439,13.18833,13.21769,13.98175
132.743389099149,11.7033421529597,15.11163,14.07963,13.34889,13.30573,13.22712
132.743450189831,11.8211934260644,24.58015,21.79896,23.2452,25.18979,20.8726
132.743463865962,11.6991705666327,24.66929,25.66679,24.50384,22.06051,22.82175
132.743515424239,11.8018345949636,18.06187,16.13571,15.43489,15.18762,15.07695
132.743523727196,11.6127734146537,24.95494,23.88442,24.05906,21.65514,19.94211
132.743527356879,11.8018347362375,18.03556,16.13218,15.42407,15.18318,15.06772
132.743533990782,11.6128544937698,25.24489,25.30051,24.66814,21.6405,19.88319
132.743541094862,12.0055726167901,17.94102,16.57359,16.08172,15.92409,15.85726
132.743543333545,11.6128439424996,26.07358,26.68127,24.02143,21.70631,19.61415
132.743555311471,12.0055776779274,17.93414,16.57654,16.0932,15.92971,15.87497
132.743559888934,12.0055841069221,17.96319,16.58375,16.105,15.91882,15.83125
132.743594907733,11.7565776745779,23.46935,24.90198,22.51183,22.81746,22.03788
132.743692167116,11.9469108699664,22.89886,21.87598,21.09175,20.79091,20.72859
132.743698598919,11.9942810317359,15.79588,14.4748,14.05343,13.90393,13.88558
132.743701043956,11.7079003876402,25.44012,23.31468,21.97484,21.11565,20.42624
132.743702156029,11.994291097123,15.78855,14.48824,14.05169,13.90699,13.85794
132.743711303296,11.7078598204459,25.56028,23.61633,22.39643,21.39069,20.82013
132.743715582026,11.707920751335,24.20143,24.41198,22.0598,21.1863,20.76314
132.743730942156,11.8121896437015,17.83375,15.98503,15.32096,15.10077,14.9935
132.652731752531,11.7168497507633,24.36865,25.11169,24.35476,22.25116,21.87562
132.652748150839,11.9827181503894,23.19893,23.00842,22.1237,21.90797,21.55753
132.652750668647,11.6233064829859,23.64839,24.22547,22.21958,21.57607,21.89237
132.652769053527,11.8153493081673,15.08447,13.54194,13.04864,12.90322,13.28726
132.652778264297,11.8153533686931,15.0837,13.87334,13.02667,12.91725,13.3178
132.652813135614,11.9827325580189,24.38162,23.64242,22.35002,21.9252,22.89367
132.652837513579,11.8713459166761,24.84562,24.16108,22.54414,21.63099,21.00538
132.652847541148,11.8713775833686,23.54499,25.07427,23.01388,21.57659,20.93205
132.652879482909,11.8673835659409,22.84714,22.57095,22.6407,22.6907,21.96344
132.652925949868,11.8674611417494,22.90406,22.49284,22.92694,22.2421,22.45709
