#Table1
ra,dec,u,g,r,i,z
132.69353414376,11.9751576759137,24.64301,23.30407,22.49069,22.58961,22.56451
132.693933960254,11.6817295420752,23.96754,23.22499,22.70603,21.21506,20.22778
132.693941962828,11.7206937810966,24.50292,23.2659,22.26212,21.28075,21.85008
132.693969929641,11.6817719238861,24.47647,24.03176,22.35991,21.03793,20.32895
132.693989646209,11.7206161375522,24.84425,23.68121,22.48537,21.44791,21.82188
132.694018005868,11.6817705296003,23.82965,23.78088,22.39348,21.10096,20.26186
132.694047233817,11.7353535546699,25.67743,23.19828,23.15944,22.80942,22.88498
132.694114246443,11.7470444624603,24.96836,25.18646,24.25404,22.61885,22.79056
132.694186006937,11.8623569932076,26.39119,23.42834,22.13591,21.08839,20.8921
132.694253139773,11.8623574921716,23.51994,23.96902,23.08668,21.92389,22.58308
132.694331961298,11.9088558859032,27.85188,22.15962,21.45233,16.84903,24.80577
132.694352699767,11.7269594314398,23.89847,23.59686,21.97129,20.53614,19.8938
132.694359098121,11.7269354422531,24.52106,24.98726,21.81989,20.44383,19.64899
132.694361819831,11.726977101413,25.09157,24.2465,21.95316,20.51789,19.6234
132.694375607097,11.8886523434876,22.90155,21.42922,21.01364,20.56331,20.43606
132.694378297472,11.6328486494601,24.85094,23.99707,22.70115,23.87032,22.45446
132.694389596003,11.8887133423813,23.28327,21.36199,20.72406,20.58078,20.33859
132.694450953017,11.7026355727948,22.71423,22.74689,21.78345,21.76183,21.66064
132.694476334353,11.7026102679019,26.19901,22.08616,21.75251,22.02581,21.0892
132.694515509033,11.8446958549769,23.99569,23.95387,22.24896,21.24813,20.59824
132.694516084063,11.7024746937145,22.31555,22.56646,22.08562,22.23623,21.97084
132.694587254957,11.8447225937705,22.86635,25.4163,22.27702,21.11587,22.33116
132.694596953566,11.9866860910477,24.30782,22.59923,22.00995,22.04615,22.69566
132.694609874426,11.6327648994683,26.11645,22.22948,21.24242,21.40767,22.65983
132.694639619551,11.9866843355645,22.17451,22.68575,21.95918,22.03755,21.53308
132.694795626892,11.6193532117238,23.30511,22.67541,21.23266,20.63293,20.35762
132.694801500441,11.6194193551372,26.36851,23.11229,21.29791,20.55032,20.65919
132.694826150389,11.632806770454,25.08878,23.17924,24.107,22.70353,22.10844
132.694845955985,11.6194025522454,22.55369,22.7622,21.28641,20.57665,20.21233
132.694918382934,11.6327469582625,23.01674,22.69137,21.92828,21.70048,20.90395
132.695083253603,11.7227165144852,22.06889,24.9078,24.46952,23.16739,22.9951
132.695101451605,11.8155045190586,21.78225,22.45138,20.33693,19.55811,19.2462
132.695137306401,11.8155111068932,24.55334,21.90184,20.23201,19.53163,19.26844
132.695220772742,11.882716120151,16.59425,15.12006,14.56449,14.34478,14.25781
132.695233271688,11.8827198730888,16.59706,15.1189,14.57061,14.35677,14.27041
132.695252993117,11.8979444487365,17.3618,15.68068,15.09239,14.877,14.81229
132.69525878615,11.897939330633,17.37218,15.69146,15.08428,14.88166,14.81261
132.775052952271,11.93831618249,25.50468,22.8635,21.07835,19.73149,18.93601
132.775070215661,11.9383141303667,23.98713,22.56153,21.07698,19.75527,19.0114
132.775070964955,11.6521495481682,24.54702,21.81378,20.43172,19.20267,18.55787
132.77507579074,11.6521517591354,23.97169,21.91964,20.37818,19.20582,18.54665
132.775084969423,11.6521474635136,23.18267,21.9608,20.40912,19.16789,18.47897
132.775180177668,11.7259810377845,22.17246,24.57506,24.29614,23.7141,22.25052
132.775435711646,11.6795067268169,24.3952,24.88287,22.41571,24.63231,22.14685
132.775473845112,11.961227289733,26.65439,24.04165,22.81492,21.48056,21.21431
132.77556122138,11.6793346735461,23.54789,23.17084,22.11009,22.40396,22.56776
132.77572753286,11.6366904120584,23.63448,21.4033,20.00382,18.8428,18.21193
132.775728679708,11.6366876414026,22.68028,21.38982,20.02932,18.8327,18.2342
132.775730098056,11.6366852184016,24.42868,21.41787,20.02982,18.88991,18.22107
132.775873803315,11.8920377691757,23.37239,23.48925,21.95967,20.26308,19.44609
132.775881448834,11.6317169903083,20.54754,20.40803,20.34485,19.99321,20.10487
132.775888046301,11.6317081401117,20.46406,20.34341,20.18485,19.98269,19.88784
132.775898722402,11.6317137016103,20.49004,20.2892,20.27863,19.96721,20.07361
132.775931488136,11.8920220631976,25.39995,23.52635,21.72404,20.17764,19.43058
132.775967313313,11.8282032547695,24.96465,24.24655,22.53649,23.80154,22.71314
132.776052640424,11.8221998262695,29.61282,19.84118,20.25453,19.1772,25.35055
132.77618053921,11.8727303410744,24.37682,23.53104,21.84965,20.3701,19.56013
132.776202977044,11.8727309224477,24.40422,23.43588,21.65285,20.32161,19.69662
132.776351737144,11.7065139947006,23.84896,23.49222,21.99671,21.24036,20.7083
132.776366097251,11.7065243241223,25.11184,23.93307,22.13958,21.33829,20.77357
132.776410550886,11.7064914581488,26.91044,23.55428,21.93365,21.01955,20.7935
132.7765117673,11.9052112714423,21.75193,19.21898,17.74812,16.76336,16.21552
132.776523135579,11.9052019944537,21.71811,19.25579,17.76691,16.79421,16.22162
132.776807207543,11.7918386752721,19.10612,16.91489,16.0123,15.72053,15.5628
132.776930719465,11.6927343860166,22.00732,19.33051,17.94084,17.08024,16.61065
132.776931892011,11.6927302587201,22.62585,19.36681,17.87332,17.04772,16.5848
132.776934446033,11.6927187784528,22.02405,19.32451,17.89708,17.04173,16.57251
132.776985048616,11.9419799112073,21.30663,20.34062,19.99966,19.81234,19.74888
132.776995137098,11.9419832326057,21.45625,20.37803,19.97998,19.82701,19.72353
132.85677960838,11.9523745818953,23.47846,21.72561,21.36362,20.93404,22.01492
132.856796713089,11.9523690226755,21.07813,20.76581,20.38646,20.08039,19.86681
132.856969464601,12.0117538069354,22.2212,21.41084,20.38073,19.93833,19.34159
132.857024394356,12.0117412074409,22.36222,21.63797,20.6259,20.014,19.43225
132.857071661171,11.6824368090637,23.51903,20.9983,19.52667,18.47252,17.87016
132.857082269862,11.6824313718686,23.20299,21.12885,19.63782,18.48448,17.85954
132.857084109383,11.6824342640258,23.51167,21.0101,19.60973,18.48276,17.88394
132.638721656478,11.9173759161442,22.32141,21.18175,20.48666,20.21981,19.79798
132.638727236915,11.9173561380178,21.70497,21.08911,20.50865,20.28135,19.88086
132.638779489062,11.8172482421074,16.07933,14.72377,14.25879,14.10925,14.05691
132.638786896182,11.8172485173519,16.04116,14.72074,14.28126,14.09973,14.06979
132.638796864782,11.9926984065389,26.22315,22.96264,22.26897,22.1958,22.14629
132.638879828502,11.9926722193466,23.88965,23.52171,22.90601,21.6724,22.23797
132.638976137768,11.6678465734236,25.96895,23.32361,21.86286,22.1301,22.36974
132.638983684842,11.9815058531955,18.07813,16.7881,16.31797,16.15263,16.08587
132.638984960841,11.9815100430749,18.06538,16.77301,16.30959,16.14067,16.05845
132.63898732746,11.9815028838699,18.05645,16.78035,16.32423,16.16125,16.10139
132.639396891854,11.7129245687408,23.33853,22.0297,21.33274,21.04064,20.60919
132.63941551687,11.7129320312514,22.59191,21.98238,21.19535,20.95123,20.66418
132.639418428719,11.7129019315261,22.59497,21.85603,21.14478,20.98076,20.59574
132.63953667293,11.8782729061114,26.05522,21.86582,20.5078,19.14379,18.40134
132.639540189898,11.8782809684988,23.57146,21.89019,20.48514,19.14149,18.36396
132.63955427221,11.8782811282063,24.22989,22.01136,20.49448,19.16586,18.39473
132.639794969557,11.9009967893931,22.51239,20.77582,19.75308,19.38862,19.18733
132.639815407814,11.9009874054049,23.13535,20.79406,19.78305,19.38237,19.0516
132.63981952563,12.0041631017012,22.07798,21.20178,20.61442,20.36284,20.11449
132.639823306452,12.0041596013505,22.1903,21.15865,20.6935,20.51108,20.60797
132.639825473027,12.0041776417134,22.50969,21.3522,20.777,20.45244,20.11076
132.639947348717,11.6932646353882,24.76177,22.53893,21.40072,21.16636,21.07708
132.63998799754,11.808967929477,22.3022,20.077,19.09628,18.75191,18.55652
132.639994339854,11.7683266230492,23.33386,20.55658,19.06981,17.96256,17.32849
132.639999207059,11.8089672874637,22.2906,20.10017,19.09433,18.72641,18.53767
132.640009215902,11.7261560471571,24.96858,22.78757,21.90163,21.25944,21.26707
132.64001166333,11.6932521384463,24.21456,22.52112,21.29745,21.08262,20.89166
132.640013885341,11.7683214656367,24.95708,20.59925,19.10388,17.9415,17.32329
132.640020530188,11.6932685105041,22.51834,22.35148,21.20107,21.05356,21.17174
132.640035513159,11.7261388962227,24.32484,23.49548,21.96634,21.58514,20.69036
132.640131462812,11.7260865834786,22.62651,23.51386,21.79664,21.30082,23.14686
132.640186586173,11.9973379230354,24.98464,22.72766,21.86814,21.49288,21.06195
132.640190375823,11.9973166881048,24.98044,22.77941,21.61235,21.04934,20.82515
132.640233863833,11.9844366387194,25.44576,22.04048,20.53048,19.53344,18.99976
132.640250639512,11.9844176952142,25.22625,21.78002,20.59309,19.50716,18.99347
132.640252750802,11.9973025137505,22.70144,22.7732,21.60151,21.88164,20.94649
132.640270621653,11.6439102881569,24.11834,22.46329,20.98725,20.06765,19.72337
132.640274320161,11.6438715320773,23.2581,22.5965,20.69072,19.84253,19.51574
132.640274507595,11.9844177602513,23.76898,22.05479,20.81898,19.85652,19.27396
132.640290886823,11.6439130494574,23.9275,22.67113,20.6916,20.01906,19.40761
132.640319804651,11.8680769110356,23.25107,22.36787,20.78614,20.22556,19.79571
132.640350537535,11.8680493297463,24.25896,22.57616,20.93886,20.33921,19.8747
132.640433038695,11.8938849531214,25.99126,22.05402,20.21209,19.54728,19.23177
132.640447986406,11.8938810295139,25.06113,21.96041,20.38962,19.68878,19.36608
132.725618888842,11.6916886469062,16.74619,15.59353,15.14504,14.98598,14.91609
132.725620659329,11.6916853827137,16.73523,15.58203,15.1345,14.97844,14.91391
132.725621080898,11.6916889929671,16.74882,15.58514,15.14614,14.98411,14.93598
132.725887139023,11.8224059516512,23.52982,22.81957,22.27034,21.83898,21.47893
132.725918302542,11.8224310725221,22.28849,22.80816,22.12497,21.72894,22.3796
132.72593293935,11.9022778210289,26.65377,22.74876,22.62985,21.60528,22.05835
132.725965650713,11.6237747024475,25.93185,25.61689,22.83087,20.89096,20.15309
132.72598301991,11.6237881560383,24.17826,24.5074,23.01274,21.12387,20.11633
132.725991641479,11.6237670734885,22.99719,25.29769,23.08301,21.07017,20.21051
132.726008557409,11.902282040524,22.81992,23.06632,22.42625,21.99663,21.28153
132.726024961203,11.9501479140415,24.70208,23.92485,22.29902,20.89889,20.75381
132.726029534391,11.8305731272851,24.59088,25.11336,23.60809,21.94595,21.45925
132.726053789714,11.8839778046394,23.72877,23.39858,22.32221,21.606,21.2086
132.726069921712,11.8168282930631,23.26059,22.22593,21.76333,21.36536,21.00195
132.72607356599,11.8840429731377,25.35081,22.58318,21.72876,21.14073,20.76387
132.726074026707,11.8168435840293,23.44777,22.2293,21.85829,21.46464,21.23027
132.726153833304,11.7413416721809,24.95772,25.25143,22.70894,22.78371,22.30564
132.726204598775,11.855795851624,24.13708,23.90377,22.49883,21.75844,22.66596
132.726206517168,11.9921114613616,21.82534,25.45826,24.22282,25.43233,22.42646
132.726215065542,11.7331337228311,22.66234,24.01362,22.27797,21.7901,21.43968
132.726217725007,11.9208899690328,17.03604,15.42775,14.79558,14.54384,14.42479
132.726221556926,11.9208884350708,17.04116,15.4167,14.80434,14.53565,14.42325
132.726272647994,11.7331013995352,24.88384,23.86356,22.85289,21.85815,22.52886
132.72629082222,11.855684113445,23.70381,24.75036,22.96023,21.87087,21.90866
132.72632510273,11.7332356708517,22.91327,23.96215,22.94901,21.45477,21.44194
132.726331521171,11.6514907873261,22.95061,25.12427,21.84954,20.73865,21.03948
132.726364599371,11.7714787716138,25.24975,24.54466,26.3133,25.75641,20.0674
132.726406843929,11.6515371934656,25.34575,25.21993,22.37126,20.9392,21.17333
132.726496132773,11.6514594008823,24.75285,23.5695,22.49875,21.34536,20.87015
132.726616226059,11.9413883773495,14.74071,13.4332,14.46179,13.92723,13.04106
132.726617534589,11.9413888186201,14.95235,15.09203,14.58577,14.51686,13.3725
132.726659901828,12.009132629327,18.9806,16.75714,15.84536,15.50483,15.30653
132.726662937364,12.0091397452975,19.07048,16.77713,15.83926,15.50464,15.29806
132.726673652618,12.0091351344469,19.01778,16.76561,15.86001,15.48643,15.29288
132.726909860329,11.7503063144004,24.43975,23.0761,22.72098,20.57247,20.17032
132.726930399832,11.714517483209,23.82833,22.54409,21.87458,21.77238,21.49414
132.72694418558,11.7145092954057,22.64639,22.66342,21.83167,21.67778,21.24714
132.726970213812,11.944024767488,23.97803,20.32145,18.93148,17.42947,16.74763
132.726971244506,11.9440117615928,21.9159,20.04296,18.77658,17.34507,16.58426
132.727069417099,11.7366215038088,24.18912,22.48391,20.92732,19.61296,18.9145
132.727070574212,11.7365881142505,23.89609,22.85019,21.01034,19.63696,19.0489
132.727079527697,11.7366265196425,25.48169,22.36475,20.91002,19.69807,18.91677
132.815468414717,11.9775583268589,24.21155,22.87269,20.02468,18.71646,18.10819
132.815489246583,11.9775964908851,24.44801,25.11485,20.82521,19.37028,18.71272
132.815555656778,11.7105954066454,22.32921,20.78702,19.76589,19.36467,19.02588
132.815559027816,11.7105974620452,23.0307,20.89397,19.94483,19.53352,19.22603
132.815572800042,11.7106117877959,23.52306,20.85091,19.80109,19.35883,19.16071
132.815630705026,11.8829792505417,14.60627,14.87309,14.36129,15.09032,12.87382
132.815642955082,11.8829877934291,14.87576,13.63006,12.80374,13.88702,13.19332
132.815804035399,11.952205067169,24.112,21.45968,19.9388,18.81198,18.14786
132.815815873101,11.952189711043,24.19554,21.50168,19.9963,18.81644,18.14047
132.815986723571,11.6750676639232,16.50894,15.07383,14.55484,14.41537,14.35498
132.815987091845,11.6750673834656,16.61773,15.13053,14.75949,14.4601,14.39786
132.815994410259,11.9010017984895,17.60843,15.81651,15.16799,14.92034,14.84973
132.815994951452,11.6750681999036,16.5223,15.07603,14.58257,14.42472,14.37704
132.815997027661,11.9010056824098,17.59233,15.82095,15.15318,14.93051,14.83991
132.81657776556,11.9973129854257,26.08379,24.6788,22.43277,21.70729,21.23977
132.816672605263,11.6760577777456,24.81772,25.11434,21.33306,20.5913,19.59099
132.816699888293,11.9971978793315,26.42142,24.84614,22.44262,21.80686,20.71428
132.817070505519,11.6398278281449,24.86152,24.09189,24.04157,22.3492,21.37089
132.817131154608,12.0028629070798,24.63224,23.8719,21.44235,20.87352,20.5369
132.817163658604,12.0028739219273,24.16002,23.20872,21.46253,21.1564,20.66706
132.81717269259,11.7140232720078,24.11798,25.20316,22.06828,21.11154,20.76017
132.81718618277,11.7140301684135,22.91595,23.94016,21.28362,20.43373,20.04967
132.817195267341,11.7140491871349,22.7496,22.94721,21.38792,20.70616,20.26443
132.817423891493,11.6354613081704,23.94404,22.50485,21.97048,21.77911,21.55494
132.817427160562,11.6354358836486,22.40767,22.72281,22.01038,22.23713,22.8159
132.81746680794,11.6354602629329,22.80928,22.54362,21.97169,22.2145,21.11689
132.817467863563,11.6988976422564,23.20572,21.31475,20.27169,19.95878,19.75309
132.634747029301,11.8304421325664,23.26786,23.69458,22.69954,22.52735,21.58477
132.634809479245,11.7998444575202,24.04862,23.17449,21.41631,20.57169,19.96486
132.634823038462,11.7998255189315,24.05,22.99699,21.41929,20.58821,20.10644
132.634824337136,11.8045723823563,23.08078,22.55317,22.33167,21.99249,21.46351
132.634865457364,11.8046160934717,23.58927,23.22547,22.73999,21.80285,21.75233
132.635001193043,11.6716216651514,23.63376,21.86766,20.40024,19.46788,18.86968
132.635012044475,11.6716108869852,23.47315,21.77707,20.35123,19.42824,18.92809
132.635012699631,11.6716327479086,25.24599,21.82667,20.45945,19.46717,18.90923
132.635124706123,12.0103685121037,23.51195,23.26089,22.63959,21.64186,21.09903
132.635146532721,11.7129080097434,20.92552,19.83066,19.38452,19.20235,19.17526
132.635152148631,11.7129014828724,20.94713,19.83545,19.38544,19.2093,19.12776
132.635156818283,11.7129049636827,20.7571,19.81609,19.37441,19.30189,19.36364
132.635237023355,11.7655529133948,26.97444,24.20203,21.7663,20.8024,20.27395
132.635273886913,11.7655776186498,25.88085,23.84661,22.32106,21.59803,20.74241
132.635309697991,11.6332696097728,22.80838,22.55898,20.50261,19.89587,19.43229
132.635322993756,11.6333418495512,22.94314,22.49884,20.75115,20.01474,19.56612
132.635327723654,11.6332941227503,26.32679,22.68025,20.6452,20.11403,19.39908
132.635343765206,11.7576933997727,24.07173,25.11861,24.06688,22.01305,22.59484
132.635363941638,11.8721584168305,24.13095,23.14709,21.73233,20.39099,19.72386
132.63537551135,11.8721384360725,24.93126,23.08379,21.69455,20.38328,19.80007
132.635406852081,11.7576698394271,24.36464,25.09759,24.9483,21.67653,21.84292
132.635798331718,11.6933912676268,21.43269,20.8921,20.18283,19.93476,19.52129
132.635830073256,11.6933875902587,21.59828,20.94343,20.13545,19.94688,19.84096
132.635830965772,11.6934355054018,21.29291,20.942,20.21619,20.06174,19.7327
132.6362606205,11.6590126368248,21.95656,21.10962,20.63481,20.65514,20.56692
132.636276443208,11.6590375518571,22.19522,21.18796,20.75561,20.63744,20.32037
132.636279978639,11.6590276353005,22.05446,21.03788,20.65011,20.46018,20.32974
132.636288938981,11.8549554787039,25.22585,24.24746,22.55588,21.1728,20.18141
132.63632062149,11.7217954513744,21.8622,21.84654,21.04518,21.13781,21.81106
132.636324919443,11.7217808092108,22.60801,21.73734,21.19353,20.97429,20.76626
132.636349585664,11.6510895923017,24.02643,23.94386,23.2504,21.99619,21.91174
132.636353548552,11.7217761660266,23.85452,21.81001,21.06854,20.9014,21.41364
132.636375032142,11.7059414938289,24.16236,22.67427,21.13065,20.52035,20.01537
132.636380437674,11.7059814416142,23.95548,22.5539,21.04323,20.44638,20.04906
132.636381404294,11.7059512784726,22.60578,22.74256,20.84191,20.21851,19.63656
132.636408025309,11.8550056052151,24.06095,24.0062,22.50793,20.98281,20.01512
132.636503986837,11.8391525758817,21.55399,18.7695,17.57517,17.10572,16.84773
132.636512155827,11.8391556486564,21.24975,18.76962,17.57821,17.09955,16.84072
132.636544261,11.7854341526214,23.47424,22.18487,20.45858,19.26999,18.61884
132.636568158261,11.7854362658638,23.10797,22.04856,20.44045,19.25083,18.5926
132.636743172216,11.8992028042584,20.75932,19.55812,18.85842,18.44996,18.2082
132.73183406713,11.8114262639151,24.61304,24.52925,22.53248,21.87229,20.99978
132.731863545931,11.9316814355781,21.33408,18.66737,17.32716,16.75245,16.42259
132.73186933446,11.931672203845,21.32007,18.65872,17.31988,16.74246,16.44334
132.731875516602,11.8254407590344,24.41784,23.99515,22.0938,20.72645,20.30304
132.731881738231,11.8255147422314,23.37259,23.37442,22.19363,20.77959,19.94646
132.732004659126,11.634433565321,25.52384,24.15431,23.08311,22.73647,22.95626
132.732018161407,11.870725009111,14.78307,12.35676,11.56914,11.35428,13.32742
132.732025863307,11.8707207931772,14.91798,14.75047,14.38394,13.96103,13.48058
132.732049428021,11.8944679394031,23.1053,21.52619,21.00991,20.56372,21.70443
132.732079694231,11.8944640478563,22.48788,21.71375,21.47652,21.09243,21.3491
132.732118012477,11.8881058002887,23.49099,21.09366,19.53898,18.4028,17.81102
132.732124100272,11.8881024802716,24.11516,21.11718,19.53912,18.37526,17.74564
132.732144499507,11.8821036207377,16.89035,15.3494,14.79717,14.61142,14.55429
132.732154967135,11.8821033739648,16.90297,15.34606,14.80497,14.62574,14.56529
132.732543228316,11.6670951733097,24.75879,23.97872,22.57458,23.58834,23.20133
132.732555809579,11.7648669869251,22.17434,19.516,18.06733,17.29593,16.84332
132.732556380086,11.7648681965779,21.89476,19.52539,18.07022,17.27306,16.82864
132.732561999996,11.7648604324974,23.54245,19.51939,18.06343,17.2808,16.84144
132.732839966229,11.7317865955721,25.31797,23.83339,23.2566,21.22832,20.13952
132.732850780117,11.7317005430809,25.0296,25.11423,23.99459,21.62511,20.61131
132.732852315721,11.7318140465612,23.85393,25.16056,23.31469,21.34555,20.41496
132.733142708047,11.6925869996557,22.79337,22.82966,22.45618,22.16924,21.74748
132.733190152034,11.6295734468999,25.69519,22.58023,22.0517,21.07516,21.86892
132.733202763461,11.6926043165032,22.96965,23.04363,22.14548,21.5876,21.37726
132.733251644547,11.6927007644302,24.82683,22.94907,22.42109,21.87677,21.44185
132.733254357821,11.6901953790493,23.46977,21.58516,20.44786,19.98232,19.5337
132.733254412153,11.690231151098,25.04477,21.77925,20.37359,19.9369,19.63555
132.733257669947,11.6902365951092,24.26159,21.82254,20.56333,20.01456,19.59602
132.73327420641,11.6295029964136,23.17334,21.53033,20.79495,20.23006,20.04764
132.733304578976,11.7740817073526,23.95032,22.86295,21.52621,21.24075,21.68647
132.733328318497,11.8977498648801,15.07098,13.85345,13.48745,15.22943,13.36937
132.73333541234,11.8977360813838,15.27218,14.12712,14.46373,13.77174,13.5725
132.733351363645,11.7741282631416,24.56881,22.04438,21.02384,20.50859,21.46808
132.733395752924,11.7740861040201,23.01239,22.42563,21.52205,21.16503,20.8291
132.807606441582,11.6990154669047,26.40759,25.47386,22.25242,21.82581,21.46661
132.807749453471,11.6991504979394,23.64707,23.97067,21.86729,21.37303,20.97426
132.807797895979,11.6990996742938,24.24199,23.06529,22.51074,21.57649,20.87589
132.807929593662,11.9572692480808,23.83367,22.03163,20.78743,19.67318,18.90594
132.80794113855,11.9572606816077,24.70068,22.71516,21.20603,19.95333,19.232
132.807982035441,12.002237471306,24.60714,23.91074,21.59527,22.57102,22.19615
132.808032191594,12.0021221394137,24.32364,22.62484,21.58715,21.20426,21.74738
132.808214884273,11.8580116944149,21.92359,19.10036,24.80139,17.07757,16.42543
132.808230723741,11.6337315418462,24.91112,21.89492,20.36113,19.29828,18.67315
132.80823471595,11.959485002137,17.12156,15.54715,14.98557,14.78698,14.73515
132.808240576816,11.6337339527155,25.45116,22.09404,20.3874,19.33886,18.72065
132.808245627051,11.6337512651943,26.07769,22.10393,20.45006,19.36098,18.72727
132.808248533121,11.95948026448,17.1214,15.55358,14.98002,14.78777,14.71331
132.808357335142,11.7027706935031,27.26246,19.81005,19.60938,19.63402,20.09811
132.808468677525,11.7027150658988,21.34723,20.09695,28.10957,18.00913,18.61176
132.808718499939,11.7005561086052,21.84566,20.6195,19.31562,18.84292,18.46276
132.808725643679,11.7005556147442,23.10435,20.65455,19.43656,18.95693,18.58832
132.808733545483,11.7005493989877,22.24679,20.55221,19.375,18.83841,18.60482
132.808853755353,11.9808120479837,22.94879,21.61129,19.8343,19.23665,18.8229
132.808863022328,12.0095675001154,22.29573,21.22658,20.77597,20.73078,20.43122
132.808870345747,11.9808046410637,26.0108,21.6987,19.99552,19.47359,19.05514
132.80889066837,12.0095734273411,22.41507,21.24078,20.61204,20.49463,20.38373
132.808898621846,11.9126061273604,22.78922,21.83989,21.38777,21.19148,21.10558
132.808911512746,11.9126404250639,25.1485,21.69351,21.28907,21.11288,20.7372
132.80918121135,11.7205578284063,24.03131,24.7099,22.81787,21.71114,21.25209
132.80920986416,11.6288929013433,23.16636,23.02458,22.85495,21.16004,20.53895
132.809229882701,11.6289178825583,26.11928,23.16557,21.97384,21.26701,20.09956
132.809239015121,11.6288814476399,24.261,23.09123,21.7318,20.80259,20.06279
132.809262643097,11.7113433671733,21.93758,19.90497,19.18245,18.90896,18.80029
132.809264339316,11.7113414846337,21.83849,19.87706,19.12479,18.93641,18.82148
132.809268304122,12.0073091209937,26.17444,23.98007,22.08732,21.43209,21.20547
132.809268659663,11.7113424394119,21.85181,19.94418,19.17882,18.92119,18.72847
132.8092858466,12.0072846738387,26.59641,23.01753,21.59341,21.27572,20.86795
132.884994165051,11.8003228723217,15.76621,14.84009,15.41542,14.35085,13.18382
132.884998455065,11.8003336766135,15.34445,14.18221,14.50452,13.88843,13.20001
132.885023938556,11.6333029439214,20.91422,25.89598,25.95721,26.83477,23.46444
132.885042187537,11.9155899229525,24.68635,24.07902,22.39294,23.39344,23.1417
132.885138453305,11.7979711809039,15.09698,14.31796,14.47506,14.01271,13.22329
132.622829523178,11.8501543441234,25.8039,22.57238,21.03116,20.12621,20.10954
132.622902430447,11.820725532402,26.12836,24.62402,23.20988,21.69502,21.0895
132.622931606137,11.7924652427086,24.89232,21.52676,19.98561,19.37687,18.9667
132.622934820534,11.7924668526873,25.26935,21.47247,20.05182,19.35102,18.9593
132.622990259338,11.7472479249426,25.55749,22.62455,21.7206,21.56524,22.41728
132.622997100986,11.747370142777,22.12696,22.06126,21.22637,21.27108,22.5549
132.623038735288,12.0089233239438,23.79928,22.00938,21.02415,20.72561,20.2101
132.623060020189,12.008964634569,22.97351,21.84888,21.12736,20.83709,20.63746
132.623071947705,12.0089340514039,22.05547,21.91466,20.84773,20.55632,20.15738
132.6230725635,11.7474006881286,24.29738,22.62047,21.72465,21.27177,23.57071
132.623222704395,11.7002350160798,23.94631,24.72172,23.02674,21.8743,23.00295
132.623238977747,11.9097320149074,25.98561,22.81555,21.6711,21.25592,20.94928
132.623245831396,11.9097391947805,24.18766,22.90473,21.78474,21.2821,21.09801
132.623302894323,11.6535805644934,25.58283,23.36759,23.37143,22.63757,22.43809
132.623308701617,11.702941846547,22.72117,24.862,24.28168,22.06019,23.20994
132.623328929446,11.7049454606687,19.02454,17.7822,17.33415,17.14452,17.11348
132.623333471615,11.704943747822,19.03101,17.78329,17.31847,17.15821,17.10337
132.623335803925,11.7049417293802,19.08828,17.76858,17.32512,17.16553,17.09864
132.623354971813,11.7396357077788,24.09368,20.92485,19.5282,18.65331,18.17806
132.623357144609,11.7396471439131,23.24451,20.92482,19.54084,18.65462,18.14122
132.623359962199,11.7396424664139,23.30717,20.91843,19.51809,18.66696,18.16
132.623456807543,11.6182559420827,26.14155,20.81391,19.30306,18.34952,17.82619
132.623458148505,11.6182756424009,23.71862,20.80222,19.35551,18.38168,17.82671
132.623464090969,11.6182634846049,23.17272,20.76195,19.30625,18.42649,17.81364
132.623543738286,11.9808016757803,25.21432,23.09279,23.35289,22.89122,22.49021
132.62363709922,11.935905117674,24.78888,22.59431,21.25595,20.9119,20.10902
132.623673552732,11.9358465888413,23.31465,22.96461,21.59017,20.9759,20.20844
132.623713465082,11.9534137199639,25.73082,22.37846,22.06997,21.41673,21.0274
132.623718479543,11.9533648989808,23.99751,22.54813,21.72837,21.50744,21.70823
132.623775985686,11.8546724490049,22.68814,20.13397,18.93592,18.49497,18.25753
132.62378418076,11.854674662825,22.69963,20.14566,18.94377,18.48845,18.31191
132.624113298448,11.6957733911397,21.64691,25.1098,24.75342,24.35979,22.72664
132.624404681139,11.6737971588452,24.6535,23.31145,22.36451,22.34822,21.38723
132.624436717846,11.8708921970763,22.26345,21.26911,20.77509,20.58028,20.55435
132.624437534255,11.8708866649362,22.03707,21.27224,20.82526,20.60513,20.41669
132.624459343364,11.6737564771095,25.63317,23.05304,21.72586,21.30899,20.71207
132.62452234132,11.6245633908372,24.38702,23.11097,23.4112,22.65637,21.4383
132.624698133696,11.6766275922683,24.13005,22.51598,21.71641,21.54243,21.07828
132.624721341064,11.6766888827276,22.26455,22.59924,21.35616,21.09488,21.23346
132.624758710787,11.6766586752029,24.63472,22.46005,21.63889,21.3888,20.82912
132.624789187634,11.8644189452245,25.68448,21.98762,20.61585,19.48766,18.85991
132.624797210965,11.864418695169,23.81509,22.19814,20.59249,19.45802,18.76986
132.707432671372,11.7699539429351,20.69451,19.48952,19.11066,18.99798,18.91156
132.707433284946,11.7699512547921,20.55839,19.44144,19.06943,18.96678,18.97318
132.70743454541,11.7699561364647,20.64358,19.42482,19.091,18.98687,18.89062
132.707547631748,11.7417836644277,25.15584,22.92741,21.76207,20.88827,19.80985
132.707575281645,11.7417964646306,23.48761,23.40679,22.27363,20.93614,20.74364
132.707597962284,11.8794365895637,23.99226,21.99673,20.56616,19.88898,19.60201
